o_orderid,o_hq,o_manuid,o_dealerid,o_carid
1329,8,5,132,1329
1330,8,57,19,1330
1331,8,9,140,1331
1332,8,175,112,1332
1333,8,114,158,1333
1334,8,140,104,1334
1335,8,47,10,1335
1336,8,38,150,1336
1337,8,27,4,1337
1338,8,85,118,1338
1339,8,100,18,1339
1340,8,94,82,1340
1341,8,139,7,1341
1342,8,106,41,1342
1343,8,34,156,1343
1344,8,72,127,1344
1345,8,36,24,1345
1346,8,37,132,1346
1347,8,170,165,1347
1348,8,72,93,1348
1349,8,91,199,1349
1350,8,88,4,1350
1351,8,102,162,1351
1352,8,67,82,1352
1353,8,102,109,1353
1354,8,70,153,1354
1355,8,113,44,1355
1356,8,113,10,1356
1357,8,68,142,1357
1358,8,43,6,1358
1359,8,128,16,1359
1360,8,190,133,1360
1361,8,41,175,1361
1362,8,82,111,1362
1363,8,148,180,1363
1364,8,66,178,1364
1365,8,89,63,1365
1366,8,187,107,1366
1367,8,159,133,1367
1368,8,138,24,1368
1369,8,144,35,1369
1370,8,148,129,1370
1371,8,199,54,1371
1372,8,96,151,1372
1373,8,148,114,1373
1374,8,65,164,1374
1375,8,57,152,1375
1376,8,15,45,1376
1377,8,146,184,1377
1378,8,61,192,1378
1379,8,70,45,1379
1380,8,199,150,1380
1381,8,107,148,1381
1382,8,34,25,1382
1383,8,179,188,1383
1384,8,66,133,1384
1385,8,48,84,1385
1386,8,96,165,1386
1387,8,124,123,1387
1388,8,99,118,1388
1389,8,48,66,1389
1390,8,120,142,1390
1391,8,48,33,1391
1392,8,48,182,1392
1393,8,36,169,1393
1394,8,7,48,1394
1395,8,37,128,1395
1396,8,148,149,1396
1397,8,194,95,1397
1398,8,62,9,1398
1399,8,197,15,1399
1400,8,63,37,1400
1401,8,15,51,1401
1402,8,91,21,1402
1403,8,53,59,1403
1404,8,63,84,1404
1405,8,99,16,1405
1406,8,10,106,1406
1407,8,47,96,1407
1408,8,124,106,1408
1409,8,118,80,1409
1410,8,192,58,1410
1411,8,200,85,1411
1412,8,6,131,1412
1413,8,115,195,1413
1414,8,178,49,1414
1415,8,98,27,1415
1416,8,193,166,1416
1417,8,178,22,1417
1418,8,5,159,1418
1419,8,194,14,1419
1420,8,161,13,1420
1421,8,149,124,1421
1422,8,39,124,1422
1423,8,185,34,1423
1424,8,45,191,1424
1425,8,46,108,1425
1426,8,49,90,1426
1427,8,199,23,1427
1428,8,7,196,1428
1429,8,3,39,1429
1430,8,48,17,1430
1431,8,194,162,1431
1432,8,7,82,1432
1433,8,38,126,1433
1434,8,166,168,1434
1435,8,57,104,1435
1436,8,132,9,1436
1437,8,30,27,1437
1438,8,173,6,1438
1439,8,79,33,1439
1440,8,32,32,1440
1441,8,87,102,1441
1442,8,16,92,1442
1443,8,67,110,1443
1444,8,101,92,1444
1445,8,77,76,1445
1446,8,146,134,1446
1447,8,78,73,1447
1448,8,38,97,1448
1449,8,195,141,1449
1450,8,118,48,1450
1451,8,25,155,1451
1452,8,114,101,1452
1453,8,161,171,1453
1454,8,195,129,1454
1455,8,71,41,1455
1456,8,94,8,1456
1457,8,45,86,1457
1458,8,22,195,1458
1459,8,94,170,1459
1460,8,69,194,1460
1461,8,147,22,1461
1462,8,61,81,1462
1463,8,72,12,1463
1464,8,69,101,1464
1465,8,84,50,1465
1466,8,50,57,1466
1467,8,136,56,1467
1468,8,69,136,1468
1469,8,172,2,1469
1470,8,184,154,1470
1471,8,107,181,1471
1472,8,23,92,1472
1473,8,29,187,1473
1474,8,94,26,1474
1475,8,153,132,1475
1476,8,85,46,1476
1477,8,185,181,1477
1478,8,152,40,1478
1479,8,163,96,1479
1480,8,73,79,1480
1481,8,7,57,1481
1482,8,13,12,1482
1483,8,184,33,1483
1484,8,109,108,1484
1485,8,50,151,1485
1486,8,186,122,1486
1487,8,157,12,1487
1488,8,98,3,1488
1489,8,179,56,1489
1490,8,7,127,1490
1491,8,199,47,1491
1492,8,21,191,1492
1493,8,77,6,1493
1494,8,72,173,1494
1495,8,126,77,1495
1496,8,119,31,1496
1497,8,168,152,1497
1498,8,20,156,1498
1499,8,32,141,1499
1500,8,2,195,1500
1501,8,123,91,1501
1502,8,3,37,1502
1503,8,66,122,1503
1504,8,21,15,1504
1505,8,35,106,1505
1506,8,54,191,1506
1507,8,16,178,1507
1508,8,198,156,1508
1509,8,49,179,1509
1510,8,41,34,1510
1511,8,136,93,1511
1512,8,150,182,1512
1513,8,14,130,1513
1514,8,124,84,1514
1515,8,31,68,1515
1516,8,191,34,1516
1517,8,154,175,1517
1518,8,177,33,1518
1519,8,150,168,1519
1520,8,159,103,1520
1521,8,67,41,1521
1522,8,61,2,1522
1523,8,143,51,1523
1524,8,77,125,1524
1525,8,72,130,1525
1526,8,177,20,1526
1527,8,168,118,1527
1528,8,127,2,1528
1529,8,165,172,1529
1530,8,181,26,1530
1531,8,60,161,1531
1532,8,194,107,1532
1533,8,73,150,1533
1534,8,98,29,1534
1535,8,25,53,1535
1536,8,21,149,1536
1537,8,44,1,1537
1538,8,124,189,1538
1539,8,51,170,1539
1540,8,5,174,1540
1541,8,135,78,1541
1542,8,185,150,1542
1543,8,85,198,1543
1544,8,48,110,1544
1545,8,56,65,1545
1546,8,193,192,1546
1547,8,80,159,1547
1548,8,101,157,1548
1549,8,31,54,1549
1550,8,101,170,1550
1551,8,181,155,1551
1552,8,39,80,1552
1553,8,162,200,1553
1554,8,182,89,1554
1555,8,90,106,1555
1556,8,92,188,1556
1557,8,105,105,1557
1558,8,109,87,1558
1559,8,115,184,1559
1560,8,130,185,1560
1561,8,175,191,1561
1562,8,136,82,1562
1563,8,93,156,1563
1564,8,74,119,1564
1565,8,76,191,1565
1566,8,82,143,1566
1567,8,186,80,1567
1568,8,179,71,1568
1569,8,20,173,1569
1570,8,123,21,1570
1571,8,98,47,1571
1572,8,143,138,1572
1573,8,49,153,1573
1574,8,27,92,1574
1575,8,16,48,1575
1576,8,68,174,1576
1577,8,2,159,1577
1578,8,167,45,1578
1579,8,27,67,1579
1580,8,128,86,1580
1581,8,161,80,1581
1582,8,117,93,1582
1583,8,36,73,1583
1584,8,66,82,1584
1585,8,150,133,1585
1586,8,120,65,1586
1587,8,171,114,1587
1588,8,128,46,1588
1589,8,148,57,1589
1590,8,17,11,1590
1591,8,27,97,1591
1592,8,57,90,1592
1593,8,147,200,1593
1594,8,116,11,1594
1595,8,17,122,1595
1596,8,117,182,1596
1597,8,172,92,1597
1598,8,188,17,1598
1599,8,139,163,1599
1600,8,137,49,1600
1601,8,188,118,1601
1602,8,99,61,1602
1603,8,100,148,1603
1604,8,103,108,1604
1605,8,73,103,1605
1606,8,72,198,1606
1607,8,114,180,1607
1608,8,85,118,1608
1609,8,193,5,1609
1610,8,154,72,1610
1611,8,18,64,1611
1612,8,11,69,1612
1613,8,90,55,1613
1614,8,118,136,1614
1615,8,34,146,1615
1616,8,98,22,1616
1617,8,11,53,1617
1618,8,40,111,1618
1619,8,167,57,1619
1620,8,70,102,1620
1621,8,141,17,1621
1622,8,76,78,1622
1623,8,196,179,1623
1624,8,200,112,1624
1625,8,138,129,1625
1626,8,152,32,1626
1627,8,18,176,1627
1628,8,168,175,1628
1629,8,166,150,1629
1630,8,7,166,1630
1631,8,160,116,1631
1632,8,18,150,1632
1633,8,107,12,1633
1634,8,12,87,1634
1635,8,9,36,1635
1636,8,80,160,1636
1637,8,152,79,1637
1638,8,134,38,1638
1639,8,65,100,1639
1640,8,39,192,1640
1641,8,136,37,1641
1642,8,16,10,1642
1643,8,169,15,1643
1644,8,98,142,1644
1645,8,35,172,1645
1646,8,85,167,1646
1647,8,150,38,1647
1648,8,129,12,1648
1649,8,116,187,1649
1650,8,35,65,1650
1651,8,42,149,1651
1652,8,91,17,1652
1653,8,194,70,1653
1654,8,161,159,1654
1655,8,89,45,1655
1656,8,136,134,1656
1657,8,38,117,1657
1658,8,103,10,1658
1659,8,134,169,1659
1660,8,25,193,1660
1661,8,46,87,1661
1662,8,64,74,1662
1663,8,169,51,1663
1664,8,55,1,1664
1665,8,3,52,1665
1666,8,78,151,1666
1667,8,148,178,1667
1668,8,57,30,1668
1669,8,131,146,1669
1670,8,29,80,1670
1671,8,12,187,1671
1672,8,86,70,1672
1673,8,42,132,1673
1674,8,24,144,1674
1675,8,138,123,1675
1676,8,143,136,1676
1677,8,125,147,1677
1678,8,97,19,1678
1679,8,193,30,1679
1680,8,151,49,1680
1681,8,192,45,1681
1682,8,89,27,1682
1683,8,128,41,1683
1684,8,172,72,1684
1685,8,57,141,1685
1686,8,165,94,1686
1687,8,133,28,1687
1688,8,98,168,1688
1689,8,132,39,1689
1690,8,127,21,1690
1691,8,46,151,1691
1692,12,64,69,1692
1693,12,59,107,1693
1694,12,52,138,1694
1695,12,123,73,1695
1696,12,74,2,1696
1697,12,149,39,1697
1698,12,153,107,1698
1699,12,16,71,1699
1700,12,151,200,1700
1701,12,39,2,1701
1702,12,118,191,1702
1703,12,176,52,1703
1704,12,194,28,1704
1705,12,26,56,1705
1706,12,158,194,1706
1707,12,143,116,1707
1708,12,164,130,1708
1709,12,106,198,1709
1710,12,183,154,1710
1711,12,36,41,1711
1712,12,62,148,1712
1713,12,117,130,1713
1714,12,89,1,1714
1715,12,156,70,1715
1716,12,61,188,1716
1717,12,24,46,1717
1718,12,168,120,1718
1719,12,155,69,1719
1720,12,199,58,1720
1721,12,120,81,1721
1722,12,12,165,1722
1723,12,129,89,1723
1724,12,119,154,1724
1725,12,35,200,1725
1726,12,115,62,1726
1727,12,76,30,1727
1728,12,35,183,1728
1729,12,95,18,1729
1730,12,171,189,1730
1731,12,146,19,1731
1732,12,197,44,1732
1733,12,27,151,1733
1734,12,104,198,1734
1735,12,115,149,1735
1736,12,189,164,1736
1737,12,139,170,1737
1738,12,56,55,1738
1739,12,35,88,1739
1740,12,141,159,1740
1741,12,86,77,1741
1742,12,31,182,1742
1743,12,87,95,1743
1744,12,25,131,1744
1745,12,180,99,1745
1746,12,88,5,1746
1747,12,139,164,1747
1748,12,96,189,1748
1749,12,98,178,1749
1750,12,54,153,1750
1751,12,74,48,1751
1752,12,106,25,1752
1753,12,183,163,1753
1754,12,145,28,1754
1755,12,141,29,1755
1756,12,7,151,1756
1757,12,160,101,1757
1758,12,174,106,1758
1759,12,76,105,1759
1760,12,10,114,1760
1761,12,146,162,1761
1762,12,32,35,1762
1763,12,14,163,1763
1764,12,199,18,1764
1765,12,154,115,1765
1766,12,71,94,1766
1767,12,42,30,1767
1768,12,54,73,1768
1769,12,72,171,1769
1770,12,13,183,1770
1771,12,17,192,1771
1772,12,177,160,1772
1773,12,134,150,1773
1774,12,145,33,1774
1775,12,21,46,1775
1776,13,81,60,1776
1777,13,186,178,1777
1778,13,18,18,1778
1779,13,105,196,1779
1780,13,63,124,1780
1781,13,1,55,1781
1782,13,182,126,1782
1783,13,37,169,1783
1784,13,154,67,1784
1785,13,102,12,1785
1786,13,143,196,1786
1787,13,172,112,1787
1788,13,113,187,1788
1789,13,200,89,1789
1790,13,115,177,1790
1791,13,117,65,1791
1792,13,21,70,1792
1793,13,95,112,1793
1794,13,140,163,1794
1795,13,197,155,1795
1796,13,10,104,1796
1797,13,20,104,1797
1798,13,183,94,1798
1799,13,185,57,1799
1800,13,75,167,1800
1801,13,88,100,1801
1802,13,33,35,1802
1803,13,16,176,1803
1804,13,93,184,1804
1805,13,131,127,1805
1806,13,48,176,1806
1807,13,154,149,1807
1808,13,5,123,1808
1809,13,10,19,1809
1810,13,53,178,1810
1811,13,82,182,1811
1812,13,121,29,1812
1813,13,36,111,1813
1814,13,104,166,1814
1815,13,10,192,1815
1816,13,129,5,1816
1817,13,23,91,1817
1818,13,124,21,1818
1819,13,39,41,1819
1820,13,13,148,1820
1821,13,175,51,1821
1822,13,17,172,1822
1823,13,143,157,1823
1824,13,123,37,1824
1825,13,199,161,1825
1826,13,191,99,1826
1827,13,180,89,1827
1828,13,80,96,1828
1829,13,58,136,1829
1830,13,23,145,1830
1831,13,9,161,1831
1832,13,40,51,1832
1833,13,22,184,1833
1834,13,129,160,1834
1835,13,101,173,1835
1836,13,89,46,1836
1837,13,67,44,1837
1838,13,144,89,1838
1839,13,71,81,1839
1840,13,16,169,1840
1841,13,1,15,1841
1842,13,19,39,1842
1843,13,127,136,1843
1844,13,159,144,1844
1845,13,197,139,1845
1846,13,136,26,1846
1847,13,18,118,1847
1848,13,81,182,1848
1849,13,79,169,1849
1850,13,33,30,1850
1851,13,133,192,1851
1852,13,152,55,1852
1853,13,80,179,1853
1854,13,33,180,1854
1855,13,99,55,1855
1856,13,140,172,1856
1857,13,14,94,1857
1858,13,11,148,1858
1859,13,17,77,1859
1860,13,45,148,1860
1861,13,64,3,1861
1862,13,192,80,1862
1863,13,70,47,1863
1864,13,81,143,1864
1865,13,119,139,1865
1866,13,75,131,1866
1867,13,157,144,1867
1868,13,39,31,1868
1869,13,188,93,1869
1870,13,20,178,1870
1871,13,100,9,1871
1872,13,140,92,1872
1873,13,39,63,1873
1874,13,62,70,1874
1875,13,15,175,1875
1876,13,17,183,1876
1877,13,131,185,1877
1878,13,175,172,1878
1879,13,31,123,1879
1880,13,200,10,1880
1881,13,52,147,1881
1882,13,19,193,1882
1883,13,112,182,1883
1884,13,176,94,1884
1885,7,63,135,1885
1886,7,123,117,1886
1887,7,31,53,1887
1888,7,51,118,1888
1889,7,69,71,1889
1890,7,40,26,1890
1891,7,34,77,1891
1892,7,165,161,1892
1893,7,187,93,1893
1894,7,150,26,1894
1895,7,137,59,1895
1896,7,176,148,1896
1897,7,127,121,1897
1898,7,200,142,1898
1899,7,2,167,1899
1900,7,54,45,1900
1901,7,197,103,1901
1902,7,3,147,1902
1903,7,44,116,1903
1904,7,14,72,1904
1905,7,36,174,1905
1906,7,155,1,1906
1907,7,166,66,1907
1908,7,151,46,1908
1909,7,148,93,1909
1910,7,165,110,1910
1911,7,108,144,1911
1912,7,139,168,1912
1913,7,91,133,1913
1914,7,57,32,1914
1915,7,47,84,1915
1916,7,107,96,1916
1917,7,46,49,1917
1918,7,33,30,1918
1919,7,39,115,1919
1920,7,18,158,1920
1921,7,1,168,1921
1922,7,75,134,1922
1923,7,190,169,1923
1924,7,20,28,1924
1925,7,164,51,1925
1926,7,109,66,1926
1927,7,155,81,1927
1928,7,95,182,1928
1929,7,42,121,1929
1930,7,45,37,1930
1931,7,159,175,1931
1932,7,77,25,1932
1933,7,103,71,1933
1934,7,169,20,1934
1935,7,152,172,1935
1936,7,151,52,1936
1937,7,98,133,1937
1938,7,63,31,1938
1939,7,31,35,1939
1940,7,149,189,1940
1941,7,84,94,1941
1942,7,24,172,1942
1943,7,180,105,1943
1944,7,183,53,1944
1945,7,85,166,1945
1946,7,29,191,1946
1947,7,20,90,1947
1948,7,175,62,1948
1949,7,198,178,1949
1950,7,132,35,1950
1951,7,80,169,1951
1952,7,79,33,1952
1953,7,131,162,1953
1954,7,55,81,1954
1955,7,88,84,1955
1956,7,46,123,1956
1957,8,7,105,1957
1958,8,180,138,1958
1959,8,56,103,1959
1960,8,196,144,1960
1961,8,96,18,1961
1962,8,61,6,1962
1963,8,79,150,1963
1964,8,140,186,1964
1965,8,117,139,1965
1966,8,197,5,1966
1967,8,150,151,1967
1968,8,44,79,1968
1969,8,120,16,1969
1970,8,159,77,1970
1971,8,125,13,1971
1972,8,94,41,1972
1973,8,8,50,1973
1974,8,4,143,1974
1975,8,98,12,1975
1976,8,76,70,1976
1977,8,74,188,1977
1978,8,42,40,1978
1979,8,164,30,1979
1980,8,90,149,1980
1981,8,59,10,1981
1982,8,86,114,1982
1983,8,18,56,1983
1984,8,77,193,1984
1985,8,96,166,1985
1986,8,98,63,1986
1987,8,25,181,1987
1988,8,130,43,1988
1989,8,137,28,1989
1990,8,165,199,1990
1991,8,25,25,1991
1992,8,73,138,1992
1993,8,4,77,1993
1994,8,158,122,1994
1995,8,5,158,1995
1996,8,67,129,1996
1997,8,3,33,1997
1998,8,74,20,1998
1999,8,115,106,1999
2000,8,133,89,2000
2001,8,50,148,2001
2002,8,79,72,2002
2003,8,108,145,2003
2004,8,184,66,2004
2005,8,191,153,2005
2006,8,118,152,2006
2007,8,111,76,2007
2008,8,85,190,2008
2009,8,118,75,2009
2010,8,7,148,2010
2011,8,167,131,2011
2012,8,178,94,2012
2013,8,115,23,2013
2014,8,195,163,2014
2015,8,125,121,2015
2016,8,46,117,2016
2017,8,129,119,2017
2018,8,192,89,2018
2019,8,109,76,2019
2020,8,47,200,2020
2021,8,172,161,2021
2022,8,2,28,2022
2023,8,17,120,2023
2024,8,52,146,2024
2025,8,54,99,2025
2026,8,104,126,2026
2027,8,101,44,2027
2028,8,28,197,2028
2029,8,75,132,2029
2030,8,58,60,2030
2031,8,4,90,2031
2032,8,6,142,2032
2033,8,189,116,2033
2034,8,44,117,2034
2035,8,123,135,2035
2036,8,195,84,2036
2037,8,108,58,2037
2038,8,200,196,2038
2039,8,18,105,2039
2040,8,132,140,2040
2041,8,17,102,2041
2042,8,66,190,2042
2043,8,8,39,2043
2044,8,153,93,2044
2045,8,23,87,2045
2046,8,173,81,2046
2047,8,37,67,2047
2048,8,47,66,2048
2049,8,189,122,2049
2050,8,127,56,2050
2051,8,11,117,2051
2052,8,152,65,2052
2053,8,162,78,2053
2054,8,55,86,2054
2055,8,116,137,2055
2056,8,140,153,2056
2057,8,47,19,2057
2058,8,181,68,2058
2059,8,15,168,2059
2060,8,141,74,2060
2061,8,47,11,2061
2062,8,77,15,2062
2063,8,30,125,2063
2064,8,65,103,2064
2065,8,147,32,2065
2066,8,14,87,2066
2067,8,171,58,2067
2068,8,197,38,2068
2069,8,106,87,2069
2070,8,35,125,2070
2071,8,145,133,2071
2072,8,158,53,2072
2073,8,77,78,2073
2074,8,62,114,2074
2075,8,161,77,2075
2076,8,151,133,2076
2077,8,80,122,2077
2078,8,176,117,2078
2079,8,149,42,2079
2080,8,50,96,2080
2081,8,138,25,2081
2082,8,89,75,2082
2083,8,173,114,2083
2084,8,122,55,2084
2085,8,78,105,2085
2086,8,65,22,2086
2087,8,154,66,2087
2088,8,18,117,2088
2089,8,97,158,2089
2090,8,78,197,2090
2091,8,104,198,2091
2092,8,125,43,2092
2093,8,132,12,2093
2094,8,188,143,2094
2095,8,87,28,2095
2096,8,35,184,2096
2097,8,48,42,2097
2098,8,108,74,2098
2099,8,152,3,2099
2100,8,123,7,2100
2101,8,112,63,2101
2102,8,116,76,2102
2103,8,193,105,2103
2104,8,148,167,2104
2105,8,124,109,2105
2106,8,69,153,2106
2107,8,33,166,2107
2108,8,1,169,2108
2109,8,148,2,2109
2110,8,91,67,2110
2111,8,75,195,2111
2112,8,71,119,2112
2113,8,176,63,2113
2114,8,93,47,2114
2115,8,72,114,2115
2116,8,148,77,2116
2117,8,143,87,2117
2118,8,139,30,2118
2119,8,173,142,2119
2120,8,94,193,2120
2121,8,63,119,2121
2122,8,45,96,2122
2123,8,102,147,2123
2124,8,6,89,2124
2125,2,188,80,2125
2126,2,86,188,2126
2127,2,29,75,2127
2128,2,117,127,2128
2129,2,185,92,2129
2130,2,60,93,2130
2131,2,144,182,2131
2132,2,180,74,2132
2133,2,192,10,2133
2134,2,73,153,2134
2135,2,124,12,2135
2136,2,5,175,2136
2137,2,176,34,2137
2138,2,165,89,2138
2139,2,66,187,2139
2140,2,161,153,2140
2141,2,33,112,2141
2142,2,59,116,2142
2143,2,141,65,2143
2144,2,154,15,2144
2145,2,114,144,2145
2146,2,74,89,2146
2147,2,119,30,2147
2148,2,171,122,2148
2149,2,22,11,2149
2150,2,195,58,2150
2151,2,139,105,2151
2152,2,195,7,2152
2153,2,50,140,2153
2154,2,96,73,2154
2155,2,43,68,2155
2156,2,67,53,2156
2157,2,119,41,2157
2158,2,56,150,2158
2159,2,196,129,2159
2160,2,9,36,2160
2161,2,124,135,2161
2162,2,139,33,2162
2163,2,135,80,2163
2164,2,117,45,2164
2165,2,169,90,2165
2166,2,136,160,2166
2167,2,101,72,2167
2168,2,69,16,2168
2169,2,161,90,2169
2170,2,58,164,2170
2171,2,79,196,2171
2172,2,92,117,2172
2173,2,99,153,2173
2174,2,62,134,2174
2175,2,143,30,2175
2176,2,9,187,2176
2177,2,112,183,2177
2178,2,21,11,2178
2179,2,27,121,2179
2180,2,177,102,2180
2181,2,57,67,2181
2182,2,54,62,2182
2183,2,107,114,2183
2184,2,118,177,2184
2185,2,147,91,2185
2186,2,50,199,2186
2187,2,30,189,2187
2188,2,53,35,2188
2189,2,123,135,2189
2190,2,185,104,2190
2191,2,191,9,2191
2192,2,153,67,2192
2193,2,60,199,2193
2194,2,104,57,2194
2195,2,8,58,2195
2196,2,142,12,2196
2197,2,78,4,2197
2198,2,57,183,2198
2199,2,73,169,2199
2200,2,90,129,2200
2201,2,78,41,2201
2202,2,159,50,2202
2203,2,62,91,2203
2204,2,87,95,2204
2205,2,152,198,2205
2206,2,153,19,2206
2207,2,148,4,2207
2208,2,94,176,2208
2209,2,52,95,2209
2210,2,170,40,2210
2211,2,9,114,2211
2212,2,138,143,2212
2213,2,154,171,2213
2214,2,190,116,2214
2215,2,35,95,2215
2216,2,23,87,2216
2217,2,22,124,2217
2218,2,44,195,2218
2219,2,55,104,2219
2220,2,24,51,2220
2221,2,192,193,2221
2222,2,13,72,2222
2223,2,105,110,2223
2224,2,54,161,2224
2225,2,22,92,2225
2226,2,23,50,2226
2227,2,176,6,2227
2228,2,86,173,2228
2229,2,78,26,2229
2230,2,76,23,2230
2231,2,24,131,2231
2232,2,52,150,2232
2233,2,21,152,2233
2234,2,111,53,2234
2235,2,27,125,2235
2236,2,148,108,2236
2237,2,156,196,2237
2238,2,138,94,2238
2239,2,143,181,2239
2240,2,149,119,2240
2241,2,172,26,2241
2242,2,35,198,2242
2243,2,43,186,2243
2244,2,199,129,2244
2245,2,118,133,2245
2246,2,116,168,2246
2247,2,49,161,2247
2248,2,83,110,2248
2249,2,161,172,2249
2250,2,70,173,2250
2251,2,69,15,2251
2252,2,59,134,2252
2253,2,55,74,2253
2254,2,42,139,2254
2255,2,197,74,2255
2256,2,37,31,2256
2257,2,126,170,2257
2258,2,132,127,2258
2259,2,59,44,2259
2260,2,22,95,2260
2261,2,15,103,2261
2262,2,142,78,2262
2263,2,51,65,2263
2264,2,41,56,2264
2265,2,44,14,2265
2266,2,162,187,2266
2267,2,97,71,2267
2268,2,120,191,2268
2269,2,9,131,2269
2270,2,103,152,2270
2271,2,140,34,2271
2272,2,184,61,2272
2273,2,144,44,2273
2274,2,102,128,2274
2275,2,180,189,2275
2276,2,122,92,2276
2277,2,40,72,2277
2278,2,34,47,2278
2279,2,156,63,2279
2280,2,180,78,2280
2281,2,162,101,2281
2282,2,185,22,2282
2283,2,107,22,2283
2284,2,9,90,2284
2285,2,187,137,2285
2286,2,91,27,2286
2287,2,18,117,2287
2288,2,53,193,2288
2289,2,82,145,2289
2290,2,149,176,2290
2291,2,24,77,2291
2292,2,124,34,2292
2293,14,34,197,2293
2294,14,183,73,2294
2295,14,110,145,2295
2296,14,172,167,2296
2297,14,76,14,2297
2298,14,189,77,2298
2299,14,57,39,2299
2300,14,60,72,2300
2301,14,169,26,2301
2302,14,4,148,2302
2303,14,122,160,2303
2304,14,109,115,2304
2305,14,5,71,2305
2306,14,163,165,2306
2307,14,95,129,2307
2308,14,178,53,2308
2309,14,130,89,2309
2310,14,126,123,2310
2311,14,9,103,2311
2312,14,54,10,2312
2313,14,81,105,2313
2314,14,158,49,2314
2315,14,52,61,2315
2316,14,99,102,2316
2317,14,45,181,2317
2318,14,108,112,2318
2319,14,190,191,2319
2320,14,144,57,2320
2321,14,148,149,2321
2322,14,36,64,2322
2323,14,162,195,2323
2324,14,190,100,2324
2325,14,37,75,2325
2326,14,23,45,2326
2327,14,6,42,2327
2328,14,156,192,2328
2329,14,92,67,2329
2330,14,175,131,2330
2331,14,146,139,2331
2332,14,75,101,2332
2333,14,124,196,2333
2334,14,90,144,2334
2335,14,55,175,2335
2336,14,22,70,2336
2337,14,135,75,2337
2338,14,104,72,2338
2339,14,104,95,2339
2340,14,83,115,2340
